Category,Specialty Area,Work Role,Competency Grouping,Competency ID,Competency,KSA ID,KSA
Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),Technical,C050,Systems Testing and Evaluation,S0061,Skill in writing test plans.
Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),Technical,C050,Systems Testing and Evaluation,A0026,Ability to analyze test data.
Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),Technical,C050,Systems Testing and Evaluation,K0028,Knowledge of organization's evaluation and validation requirements.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C050,Systems Testing and Evaluation,K0028,Knowledge of organization's evaluation and validation requirements.
Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),Technical,C050,Systems Testing and Evaluation,K0091,Knowledge of systems testing and evaluation methods.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C050,Systems Testing and Evaluation,K0091,Knowledge of systems testing and evaluation methods.
Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),Technical,C050,Systems Testing and Evaluation,K0091,Knowledge of systems testing and evaluation methods.
Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),Technical,C050,Systems Testing and Evaluation,S0008,Skill in applying organization-specific systems analysis principles and techniques.
Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),Technical,C050,Systems Testing and Evaluation,S0134,Skill in conducting reviews of systems.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,A0026,Ability to analyze test data.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,A0030,"Ability to collect, verify, and validate test data."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,K0028,Knowledge of organization's evaluation and validation requirements.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,K0091,Knowledge of systems testing and evaluation methods.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0015,Skill in conducting test events.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0021,"Skill in designing a data analysis structure (i.e., the types of data a test must generate and how to analyze that data)."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0026,Skill in determining an appropriate level of test rigor for a given system.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0030,Skill in developing operations-based testing scenarios.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0048,Skill in systems integration testing.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0061,Skill in writing test plans.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0082,Skill in evaluating test plans for applicability and completeness.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0104,Skill in conducting Test Readiness Reviews.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0107,Skill in designing and documenting overall program Test & Evaluation strategies.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0110,"Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0112,"Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0115,Skill in preparing Test & Evaluation reports.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C050,Systems Testing and Evaluation,S0117,Skill in providing Test & Evaluation resource estimate.
Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),Technical,C050,Systems Testing and Evaluation,K0089,Knowledge of systems diagnostic tools and fault identification techniques.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C051,Target Development,K0533,"Knowledge of specific target identifiers, and their usage."
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C051,Target Development,K0542,"Knowledge of target development (i.e., concepts, roles, responsibilities, products, etc.)."
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C051,Target Development,K0549,Knowledge of target vetting and validation procedures.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C051,Target Development,K0549,Knowledge of target vetting and validation procedures.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C051,Target Development,K0551,Knowledge of targeting cycles.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C051,Target Development,K0551,Knowledge of targeting cycles.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C051,Target Development,S0228,"Skill in identifying critical target elements, to include critical target elements for the cyber domain."
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C051,Target Development,S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships."
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C051,Target Development,S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships."
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),Technical,C051,Target Development,S0307,Skill to analyze target or threat sources of strength and morale.
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),Technical,C051,Target Development,S0340,Skill to monitor target or threat situation and environmental factors.
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C051,Target Development,S0182,Skill in analyzing target communications internals and externals collected from wireless LANs.
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C051,Target Development,S0255,"Skill in providing real-time, actionable geolocation information utilizing target infrastructures."
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C051,Target Development,S0293,"Skill in using tools, techniques, and procedures to remotely exploit and establish persistence on a target."
Collect and Operate (CO),Cyber Operations (OPS),Cyber Operator (CO-OPS-001),Technical,C051,Target Development,S0299,"Skill in wireless network target analysis, templating, and geolocation."
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C051,Target Development,A0086,Ability to expand network access by conducting target analysis and collection to identify targets of interest.
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C051,Target Development,A0093,Ability to identify/describe techniques/methods for conducting technical exploitation of the target.
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C051,Target Development,K0535,Knowledge of strategies and tools for target research.
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C051,Target Development,S0237,"Skill in identifying, locating, and tracking targets via geospatial analysis techniques"
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C051,Target Development,S0279,Skill in target development in direct support of collection operations.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,A0103,Ability to review processed target language materials for accuracy and completeness.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,K0520,"Knowledge of principles and practices related to target development such as target knowledge, associations, communication systems, and infrastructure."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,K0539,"Knowledge of target communication profiles and their key elements (e.g., target associations, activities, communication infrastructure)."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,K0540,Knowledge of target communication tools and techniques.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,K0541,"Knowledge of target cultural references, dialects, expressions, idioms, and abbreviations."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,K0545,Knowledge of target language(s).
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0188,"Skill in assessing a target's frame of reference (e.g., motivation, technical capability, organizational structure, sensitivities)."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0224,Skill in gisting target communications.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0226,Skill in identifying a target's network characteristics. 
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0235,Skill in identifying non-target regional languages and dialects
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0251,Skill in prioritizing target language material.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0253,"Skill in providing analysis on target-related matters (e.g., language, cultural, communications)."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0259,Skill in recognizing denial and deception techniques of the target.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0262,Skill in recognizing significant changes in a target’s communication patterns.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0265,Skill in recognizing technical information that may be used for target development including intelligence development. 
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0283,Skill in transcribing target language communications.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C051,Target Development,S0284,Skill in translating target graphic and/or voice language materials.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,A0086,Ability to expand network access by conducting target analysis and collection to identify targets of interest.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,A0093,Ability to identify/describe techniques/methods for conducting technical exploitation of the target.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0177,Skill in analyzing a target's communication networks.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0234,Skill in identifying leads for target development.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0235,Skill in identifying non-target regional languages and dialects
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0237,"Skill in identifying, locating, and tracking targets via geospatial analysis techniques"
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0248,Skill in performing target system analysis.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0251,Skill in prioritizing target language material.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0279,Skill in target development in direct support of collection operations.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0280,"Skill in target network anomaly identification (e.g., intrusions, dataflow or processing, target implementation of new technologies)."
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C051,Target Development,S0307,Skill to analyze target or threat sources of strength and morale.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0426,Knowledge of dynamic and deliberate targeting.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,K0520,"Knowledge of principles and practices related to target development such as target knowledge, associations, communication systems, and infrastructure."
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0533,"Knowledge of specific target identifiers, and their usage."
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0542,"Knowledge of target development (i.e., concepts, roles, responsibilities, products, etc.)."
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0546,"Knowledge of target list development (i.e. Restricted, Joint, Candidate, etc.)."
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0547,Knowledge of target methods and procedures.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,K0547,Knowledge of target methods and procedures.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0549,Knowledge of target vetting and validation procedures.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,K0551,Knowledge of targeting cycles.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,K0592,Knowledge of the purpose and contribution of target templates.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0177,Skill in analyzing a target's communication networks.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,S0205,Skill in determining appropriate targeting options through the evaluation of available capabilities against desired effects.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0205,Skill in determining appropriate targeting options through the evaluation of available capabilities against desired effects.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,S0222,Skill in fusion analysis 
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0222,Skill in fusion analysis 
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0225,Skill in identifying a target’s communications networks.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,S0228,"Skill in identifying critical target elements, to include critical target elements for the cyber domain."
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0228,"Skill in identifying critical target elements, to include critical target elements for the cyber domain."
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0231,Skill in identifying how a target communicates.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0234,Skill in identifying leads for target development.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,S0248,Skill in performing target system analysis.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0248,Skill in performing target system analysis.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C051,Target Development,S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships."
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships."
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0259,Skill in recognizing denial and deception techniques of the target.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0262,Skill in recognizing significant changes in a target’s communication patterns.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0280,"Skill in target network anomaly identification (e.g., intrusions, dataflow or processing, target implementation of new technologies)."
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C051,Target Development,S0291,"Skill in using research methods including multiple, different sources to reconstruct a target network."
Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),Technical,C051,Target Development,S0228,"Skill in identifying critical target elements, to include critical target elements for the cyber domain."
Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),Technical,C051,Target Development,S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Technical,C051,Target Development,S0293,"Skill in using tools, techniques, and procedures to remotely exploit and establish persistence on a target."
Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),Leadership,C052,Teaching Others,K0628,"Knowledge of cyber competitions as a way of developing skills by providing hands-on experience in simulated, real-world situations."
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),Leadership,C052,Teaching Others,A0024,Ability to develop clear directions and instructional materials.
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),Leadership,C052,Teaching Others,A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Leadership,C052,Teaching Others,A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Leadership,C052,Teaching Others,S0100,"Skill in utilizing or developing learning activities (e.g., scenarios, instructional games, interactive exercises). "
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Leadership,C052,Teaching Others,K0204,"Knowledge of learning assessment techniques (rubrics, evaluation plans, tests, quizzes)."
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Leadership,C052,Teaching Others,K0215,Knowledge of organizational training policies.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Leadership,C052,Teaching Others,K0243,"Knowledge of organizational training and education policies, processes, and procedures."
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Leadership,C052,Teaching Others,K0250,Knowledge of Test & Evaluation processes for learners.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0004,Ability to develop curriculum that speaks to the topic at the appropriate level for the target audience.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0006,"Ability to prepare and deliver education and awareness briefings to ensure that systems, network, and data users are aware of and adhere to systems security policies and procedures."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0017,Ability to gauge learner understanding and knowledge level.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0020,Ability to provide effective feedback to students for improving learning.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0022,Ability to apply principles of adult learning.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0022,Ability to apply principles of adult learning.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0024,Ability to develop clear directions and instructional materials.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0024,Ability to develop clear directions and instructional materials.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0032,Ability to develop curriculum for use within a virtual environment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0032,Ability to develop curriculum for use within a virtual environment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0054,Ability to apply the Instructional System Design (ISD) methodology.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0057,Ability to tailor curriculum that speaks to the topic at the appropriate level for the target audience.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0057,Ability to tailor curriculum that speaks to the topic at the appropriate level for the target audience.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0057,Ability to tailor curriculum that speaks to the topic at the appropriate level for the target audience.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,A0171,Ability to conduct training and education needs assessment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,A0171,Ability to conduct training and education needs assessment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0124,Knowledge of multiple cognitive domains and tools and methods applicable for learning in each domain.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0124,Knowledge of multiple cognitive domains and tools and methods applicable for learning in each domain.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0204,"Knowledge of learning assessment techniques (rubrics, evaluation plans, tests, quizzes)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0204,"Knowledge of learning assessment techniques (rubrics, evaluation plans, tests, quizzes)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0208,Knowledge of computer based training and e-learning services. 
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0208,Knowledge of computer based training and e-learning services. 
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0213,"Knowledge of instructional design and evaluation models (e.g., ADDIE, Smith/Ragan model, Gagne’s Events of Instruction, Kirkpatrick’s model of evaluation)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0213,"Knowledge of instructional design and evaluation models (e.g., ADDIE, Smith/Ragan model, Gagne’s Events of Instruction, Kirkpatrick’s model of evaluation)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0215,Knowledge of organizational training policies.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0216,"Knowledge of learning levels (i.e., Bloom’s Taxonomy of learning)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0216,"Knowledge of learning levels (i.e., Bloom’s Taxonomy of learning)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0217,Knowledge of Learning Management Systems and their use in managing learning.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0217,Knowledge of Learning Management Systems and their use in managing learning.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0218,"Knowledge of learning styles (e.g., assimilator, auditory, kinesthetic)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0220,"Knowledge of modes of learning (e.g., rote learning, observation)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0220,"Knowledge of modes of learning (e.g., rote learning, observation)."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0226,Knowledge of organizational training systems.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0243,"Knowledge of organizational training and education policies, processes, and procedures."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0245,Knowledge of principles and processes for conducting training and education needs assessment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0245,Knowledge of principles and processes for conducting training and education needs assessment.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0250,Knowledge of Test & Evaluation processes for learners.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0250,Knowledge of Test & Evaluation processes for learners.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0252,"Knowledge of training and education principles and methods for curriculum design, teaching and instruction for individuals and groups, and the measurement of training and education effects."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0252,"Knowledge of training and education principles and methods for curriculum design, teaching and instruction for individuals and groups, and the measurement of training and education effects."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,K0628,"Knowledge of cyber competitions as a way of developing skills by providing hands-on experience in simulated, real-world situations."
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,K0628,"Knowledge of cyber competitions as a way of developing skills by providing hands-on experience in simulated, real-world situations."
